id	filename	md5	size	state
6198f623-9da8-40c5-bad3-be774d67f757	6198f623-9da8-40c5-bad3-be774d67f757/02800cc2-cd08-4caf-aa01-ce0bf88ec05c.rna_seq.augmented_star_gene_counts.tsv	45f7cad66e4984fbe0f37feb1ebc7ea9	4220030	validated
9b20a127-f218-4152-8ba9-bec6fd3f40d6	9b20a127-f218-4152-8ba9-bec6fd3f40d6/4e210408-b5e7-4f57-a790-13cb4ef12a56.rna_seq.augmented_star_gene_counts.tsv	a1764fc44799ace3de4da5f3829e90a2	4241918	validated
62ccd09a-2b4c-4d6b-9316-0dea2d3ace18	62ccd09a-2b4c-4d6b-9316-0dea2d3ace18/dc49b777-0be6-430e-ab33-c0aa9f6264ee.rna_seq.augmented_star_gene_counts.tsv	ea7efa26d2dc7eacfda35e505423dcc5	4239109	validated
a5720f3d-141b-4884-9821-07c421f53142	a5720f3d-141b-4884-9821-07c421f53142/c5fca91d-25ec-443e-bb4a-3b3064d7c180.rna_seq.augmented_star_gene_counts.tsv	6c848596fc5e06e17df9dcd4283b11e7	4242796	validated
18df3508-adb6-4fb8-9610-6d69ea1c71cf	18df3508-adb6-4fb8-9610-6d69ea1c71cf/5f6dbd47-2f8a-4bfb-adb7-20649903c275.rna_seq.augmented_star_gene_counts.tsv	e44f64fd7e14181c403955438f634e19	4227366	validated
019f09cc-0a29-434b-a43a-1f458548cc82	019f09cc-0a29-434b-a43a-1f458548cc82/6a0185c8-be4c-4273-ac77-4647e46a0e08.rna_seq.augmented_star_gene_counts.tsv	5d1d01d4bca33a8edd96322a6b3785c1	4239451	validated
5190374f-ea8a-43a3-b443-79fac4506a48	5190374f-ea8a-43a3-b443-79fac4506a48/79ce3814-2843-44c3-9abb-ec353ecc4f01.rna_seq.augmented_star_gene_counts.tsv	23f4e361a6c4c61f7837a0d8de3c221c	4251467	validated
4c9005c8-84a3-4cf3-925d-604e852f6283	4c9005c8-84a3-4cf3-925d-604e852f6283/e29edfc6-7439-4bea-acf1-a522b0cb8071.rna_seq.augmented_star_gene_counts.tsv	3072449a2d22ca5a65d38171a7549e70	4241569	validated
72828db8-8ac2-48f0-bd19-a448d35585e1	72828db8-8ac2-48f0-bd19-a448d35585e1/f51e4f6d-f132-4752-9079-774258d23fbd.rna_seq.augmented_star_gene_counts.tsv	01b4d06b452526053ddc79d7e17d57d8	4218515	validated
3e70206c-7845-45fe-b7f9-2e747372bb46	3e70206c-7845-45fe-b7f9-2e747372bb46/e12cd0a8-651a-4d9f-916f-fc5ebd3f3b24.rna_seq.augmented_star_gene_counts.tsv	3683a8eef47f7a8460484b3323219d85	4235983	validated
55c2daae-2f8d-4805-ab70-1eebe7c4ce7f	55c2daae-2f8d-4805-ab70-1eebe7c4ce7f/588e9230-8412-4648-9f87-a6d7676df3b6.rna_seq.augmented_star_gene_counts.tsv	c3a13c657b101e9b94439684b0999caf	4249521	validated
4973e34d-7b5e-4d3c-a554-f828bd507958	4973e34d-7b5e-4d3c-a554-f828bd507958/7bb8da1f-e5c9-4c87-bb94-46041e602c59.rna_seq.augmented_star_gene_counts.tsv	4fcf94578942cb0467832d6aad36cd22	4243541	validated
6d8c8b31-a094-4fcb-b9be-c347795ea3e5	6d8c8b31-a094-4fcb-b9be-c347795ea3e5/d37fc0c6-5536-4fe0-9a64-a303772fddbc.rna_seq.augmented_star_gene_counts.tsv	c7dd4e3e093ee9f853c323e775b3c788	4235905	validated
40368d75-247c-46fb-bdaf-c71964fd762c	40368d75-247c-46fb-bdaf-c71964fd762c/c25bf73b-e757-4034-88b0-cc1f6d34ff1f.rna_seq.augmented_star_gene_counts.tsv	1c3474ee75b980dea7985e1dd0b4274a	4238699	validated
24da5615-dd26-4171-97c3-4216251af862	24da5615-dd26-4171-97c3-4216251af862/659ebc1e-2b97-4800-8166-749e93085d2d.rna_seq.augmented_star_gene_counts.tsv	c8b4b3877bf28ba82a951fba337c02aa	4231540	validated
143f05b1-fb66-4f24-a2f1-bdb1917d36c2	143f05b1-fb66-4f24-a2f1-bdb1917d36c2/0d355d6a-83c0-46f0-bfb7-1aff119bb3d7.rna_seq.augmented_star_gene_counts.tsv	7c2f4ed097ea5bb4c9a8c4edd02e63a8	4237288	validated
c4bb0bc9-23df-41f3-8ca9-4a7a028a6027	c4bb0bc9-23df-41f3-8ca9-4a7a028a6027/4ef20aa9-ee28-4242-8590-14fb67e857d6.rna_seq.augmented_star_gene_counts.tsv	21c43c41253ca4b3fd5868624413fcd2	4243591	validated
c642c3ca-d565-40f4-a9e9-cb7771f012b6	c642c3ca-d565-40f4-a9e9-cb7771f012b6/ff4284af-295f-407a-ae37-dbc7da985591.rna_seq.augmented_star_gene_counts.tsv	b4e1d333bd0d2e4bae6c775d1a7b7f2f	4256817	validated
ba8ec4db-0853-4295-9a73-951fd3970d2e	ba8ec4db-0853-4295-9a73-951fd3970d2e/ad0dd003-f7e3-4441-b49e-97af79d6750b.rna_seq.augmented_star_gene_counts.tsv	d62221a5e27b86bfd601a276b38c5446	4242496	validated
ab463e3f-43bb-4b64-b332-45852f59cd0b	ab463e3f-43bb-4b64-b332-45852f59cd0b/87df00a4-fe28-4883-926d-78e84df6bf91.rna_seq.augmented_star_gene_counts.tsv	741246bac0285844a1b3f7d0047bf149	4225716	validated
44c71a14-39ef-4616-84ca-ea5494f270aa	44c71a14-39ef-4616-84ca-ea5494f270aa/505af425-08b6-4c45-bf13-97de304e2b2f.rna_seq.augmented_star_gene_counts.tsv	2b8f2994b6ce2d984c5cf8394d99d246	4249148	validated
0427d696-a33d-4005-ac1d-c5363754226e	0427d696-a33d-4005-ac1d-c5363754226e/b1becd71-bbed-4a0f-af9c-94b9b2af928b.rna_seq.augmented_star_gene_counts.tsv	c546a2b8c19a66f0be4fa2eb8cae7a10	4236831	validated
a0489bf1-8f37-4255-8b19-dcecdd744112	a0489bf1-8f37-4255-8b19-dcecdd744112/52a9ef0c-dd29-4449-9a85-00f13d56dbab.rna_seq.augmented_star_gene_counts.tsv	0cfe147a52edf51b682fc8a3b9c04bb8	4234677	validated
fded7159-92d4-4aaf-b06b-1169cabdc1fa	fded7159-92d4-4aaf-b06b-1169cabdc1fa/9493a088-7cc8-4d7f-ad8b-946b9b9c4a2b.rna_seq.augmented_star_gene_counts.tsv	e699c53725766828a36ed491688b1975	4245083	validated
fe1c6f30-d798-4445-a9e1-244939518775	fe1c6f30-d798-4445-a9e1-244939518775/fad685af-19be-4f40-9dd2-34ed966ffeae.rna_seq.augmented_star_gene_counts.tsv	bc6f25a2f41841612bc097e6896ba312	4217201	validated
236083ac-b238-465c-98e6-ad91f4ec82f0	236083ac-b238-465c-98e6-ad91f4ec82f0/fba054db-a4de-4472-96a0-3c4e61e33a8d.rna_seq.augmented_star_gene_counts.tsv	711ce5a04e181e87bd0d32ea950c8413	4236130	validated
43b8fbe1-0c73-4bb7-ac14-e01e409f07c5	43b8fbe1-0c73-4bb7-ac14-e01e409f07c5/74817f05-67eb-43d3-8396-9281a4959a4c.rna_seq.augmented_star_gene_counts.tsv	f63c1c09501cb920e1effaa9b12c824b	4225030	validated
bd740629-f403-49c7-b75e-f56df65eebb5	bd740629-f403-49c7-b75e-f56df65eebb5/338754d9-3a1d-4591-bc1f-17480610bf59.rna_seq.augmented_star_gene_counts.tsv	f42f8a7a9c3b16b29bb73150f24504da	4225990	validated
a6c621e7-dc5e-4014-8876-8863858832fc	a6c621e7-dc5e-4014-8876-8863858832fc/54530b7d-7e21-44c3-a5ca-62ed71178b8e.rna_seq.augmented_star_gene_counts.tsv	d314995d2e7b08ec7f55018e8825b5f5	4216169	validated
29d3f44a-ce3c-4162-9c5b-c62eff90bd91	29d3f44a-ce3c-4162-9c5b-c62eff90bd91/673ef155-1bba-466d-92b4-cecb4121946e.rna_seq.augmented_star_gene_counts.tsv	2866fa7ad90a92c2de6c6840dd38cb6c	4242812	validated
de27d184-6cc3-4683-8bfb-82fc0a6f3907	de27d184-6cc3-4683-8bfb-82fc0a6f3907/7da19ba4-d14a-45ae-a1e1-26810f1ad98c.rna_seq.augmented_star_gene_counts.tsv	1d87082bf7588a22fdebd22ef63600bd	4235836	validated
27a0dcf2-bf9e-4dd3-b0d1-2dcfc67e69ba	27a0dcf2-bf9e-4dd3-b0d1-2dcfc67e69ba/1782c608-e7e6-4413-8d87-660979f32485.rna_seq.augmented_star_gene_counts.tsv	38e8cf64bc2f79ef28d8a898fe271e8b	4247870	validated
9afdc676-16ff-4c1e-bc64-b1beddb497ea	9afdc676-16ff-4c1e-bc64-b1beddb497ea/c651b72a-f4e7-4ba8-a87d-af73a74c89d5.rna_seq.augmented_star_gene_counts.tsv	4aa50fb654c10fe2baa647b50e758527	4236190	validated
e07ed349-c219-4b46-b7b8-30c672f84f6e	e07ed349-c219-4b46-b7b8-30c672f84f6e/36686dd6-2f3e-4950-9fbb-d1952d3bd5fd.rna_seq.augmented_star_gene_counts.tsv	a34db6b7a9c724acae30c9a937bf09a3	4244998	validated
a70e7f79-8f18-4109-a427-14016c640863	a70e7f79-8f18-4109-a427-14016c640863/262876e1-0fe0-44d2-8d72-8dccb2bb8357.rna_seq.augmented_star_gene_counts.tsv	162db57981ebd1ce9c4db13b69d2b187	4238682	validated
b7112904-19f5-4ad0-b3d9-2224ded17276	b7112904-19f5-4ad0-b3d9-2224ded17276/2fa8c89c-893e-465a-aeb5-e3fb81a200c7.rna_seq.augmented_star_gene_counts.tsv	4ba2a69f936d767a3842525045ffbd3a	4245496	validated
8c5159b9-ce05-4c68-ac8b-b22720f48d7c	8c5159b9-ce05-4c68-ac8b-b22720f48d7c/60b371e4-0fbe-4c7b-9149-14413bd62032.rna_seq.augmented_star_gene_counts.tsv	7db238f2b2978f3104dda167450bcd8e	4256878	validated
99d3a9a6-759d-4222-9d95-fbccb442faa9	99d3a9a6-759d-4222-9d95-fbccb442faa9/90436346-519d-4fb1-bb5e-2684a1618e14.rna_seq.augmented_star_gene_counts.tsv	cf633a47d83df05f33cb8e193e2fba8f	4232931	validated
1fb0a8d9-149c-4eef-8897-49b63e3fb4b0	1fb0a8d9-149c-4eef-8897-49b63e3fb4b0/a8f6ba9f-a0ad-41b1-8bfc-87ae24838544.rna_seq.augmented_star_gene_counts.tsv	10b9f82a92ed877d370fe4734e7e87ba	4249619	validated
d40510a3-356a-4f3a-b055-429b5023fa5e	d40510a3-356a-4f3a-b055-429b5023fa5e/f7600503-b7b0-4b83-bf76-7fb2ce04afd8.rna_seq.augmented_star_gene_counts.tsv	cf93550a1bd7126ec8e060a49c17a769	4246886	validated
656e67f9-b280-480b-a7a5-444ddf979027	656e67f9-b280-480b-a7a5-444ddf979027/998581d3-8fdc-4f4a-92cd-d98fc0f910bc.rna_seq.augmented_star_gene_counts.tsv	1f3769b29b3ec4ad57298b971c999bf1	4233764	validated
